относительная компактность,площадь поверхности,площадь сплошной стены,зона крыши,общая высота,отопительная нагрузка,отношение стенной площади ко всей площади дома,отношение остекленния ко всей площади дома,отношение площади крыши ко всей площади дома
0.74,686.0,245.0,220.5,0,10.36,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.43,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.36,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.39,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.71,710.5,269.5,220.5,0,10.71,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.8,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.7,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.75,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.69,735.0,294.0,220.5,0,11.11,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.13,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.09,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.16,0.4,0.00013605442176870748,0.3
0.66,759.5,318.5,220.5,0,11.68,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.69,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.7,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.69,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.64,784.0,343.0,220.5,0,15.41,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.2,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.42,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.21,0.4375,0.00012755102040816328,0.28125
0.62,808.5,367.5,220.5,0,12.96,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,12.97,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,12.93,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,13.02,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.98,514.5,294.0,110.25,1,24.29,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.31,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.13,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.25,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.9,563.5,318.5,122.5,1,28.88,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,29.68,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,28.83,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,27.9,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.86,588.0,294.0,147.0,1,26.48,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,27.02,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,26.33,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,25.36,0.5,0.00017006802721088437,0.25
0.82,612.5,318.5,147.0,1,23.75,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,24.23,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,23.67,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,22.79,0.52,0.00016326530612244898,0.24
0.79,637.0,343.0,147.0,1,35.65,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,37.26,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,36.97,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,36.03,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.76,661.5,416.5,122.5,1,33.16,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,32.4,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,33.12,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,32.41,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.74,686.0,245.0,220.5,0,10.42,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.46,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.32,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.45,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.71,710.5,269.5,220.5,0,10.64,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.72,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.55,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.68,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.69,735.0,294.0,220.5,0,11.45,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.46,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.32,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.49,0.4,0.00013605442176870748,0.3
0.66,759.5,318.5,220.5,0,11.45,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.42,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.33,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.43,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.64,784.0,343.0,220.5,0,15.41,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.18,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.34,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.19,0.4375,0.00012755102040816328,0.28125
0.62,808.5,367.5,220.5,0,12.88,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,13.0,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,12.97,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,13.04,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.98,514.5,294.0,110.25,1,24.28,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.4,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.11,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.35,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.9,563.5,318.5,122.5,1,28.07,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,29.01,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,29.62,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,29.05,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.86,588.0,294.0,147.0,1,25.41,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,26.47,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,26.89,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,26.46,0.5,0.00017006802721088437,0.25
0.82,612.5,318.5,147.0,1,22.93,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,23.84,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,24.17,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,23.87,0.52,0.00016326530612244898,0.24
0.79,637.0,343.0,147.0,1,35.78,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,35.48,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,36.97,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,36.7,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.76,661.5,416.5,122.5,1,32.52,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,33.28,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,32.33,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,33.24,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.74,686.0,245.0,220.5,0,10.39,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.34,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.35,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.38,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.71,710.5,269.5,220.5,0,10.77,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.68,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.68,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.7,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.69,735.0,294.0,220.5,0,11.22,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.16,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.1,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.14,0.4,0.00013605442176870748,0.3
0.66,759.5,318.5,220.5,0,11.59,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.6,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.53,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.61,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.64,784.0,343.0,220.5,0,15.16,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.36,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.12,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.36,0.4375,0.00012755102040816328,0.28125
0.62,808.5,367.5,220.5,0,12.68,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,12.63,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,12.71,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,12.73,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.98,514.5,294.0,110.25,1,24.38,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.23,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.04,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.32,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.9,563.5,318.5,122.5,1,29.06,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,28.05,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,28.86,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,29.79,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.86,588.0,294.0,147.0,1,26.44,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,25.37,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,26.33,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,27.03,0.5,0.00017006802721088437,0.25
0.82,612.5,318.5,147.0,1,23.8,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,22.8,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,23.59,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,24.24,0.52,0.00016326530612244898,0.24
0.79,637.0,343.0,147.0,1,36.86,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,35.89,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,35.45,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,37.1,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.76,661.5,416.5,122.5,1,33.08,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,32.38,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,33.09,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,32.31,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.74,686.0,245.0,220.5,0,10.08,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.15,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.07,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.14,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.71,710.5,269.5,220.5,0,10.66,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.68,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.53,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.72,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.69,735.0,294.0,220.5,0,11.18,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.22,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.07,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.2,0.4,0.00013605442176870748,0.3
0.66,759.5,318.5,220.5,0,11.44,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.42,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.33,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.43,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.64,784.0,343.0,220.5,0,15.4,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.19,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.32,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.16,0.4375,0.00012755102040816328,0.28125
0.62,808.5,367.5,220.5,0,12.85,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,13.04,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,13.0,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,13.0,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.98,514.5,294.0,110.25,1,24.35,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.33,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.03,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.98,514.5,294.0,110.25,1,24.26,0.5714285714285714,0.00019436345966958212,0.21428571428571427
0.9,563.5,318.5,122.5,1,29.83,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,29.08,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,28.03,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.9,563.5,318.5,122.5,1,29.02,0.5652173913043478,0.0001774622892635315,0.21739130434782608
0.86,588.0,294.0,147.0,1,27.03,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,26.45,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,25.36,0.5,0.00017006802721088437,0.25
0.86,588.0,294.0,147.0,1,26.45,0.5,0.00017006802721088437,0.25
0.82,612.5,318.5,147.0,1,24.37,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,23.89,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,22.89,0.52,0.00016326530612244898,0.24
0.82,612.5,318.5,147.0,1,23.86,0.52,0.00016326530612244898,0.24
0.79,637.0,343.0,147.0,1,37.03,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,36.71,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,36.77,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.79,637.0,343.0,147.0,1,35.48,0.5384615384615384,0.00015698587127158556,0.23076923076923078
0.76,661.5,416.5,122.5,1,32.31,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,33.21,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,32.46,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.76,661.5,416.5,122.5,1,33.27,0.6296296296296297,0.0001511715797430083,0.18518518518518517
0.74,686.0,245.0,220.5,0,10.47,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.37,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.34,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.74,686.0,245.0,220.5,0,10.39,0.35714285714285715,0.0001457725947521866,0.32142857142857145
0.71,710.5,269.5,220.5,0,10.78,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.7,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,10.67,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.71,710.5,269.5,220.5,0,13.69,0.3793103448275862,0.00014074595355383535,0.3103448275862069
0.69,735.0,294.0,220.5,0,11.21,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.14,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.11,0.4,0.00013605442176870748,0.3
0.69,735.0,294.0,220.5,0,11.16,0.4,0.00013605442176870748,0.3
0.66,759.5,318.5,220.5,0,11.38,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.34,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.22,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.66,759.5,318.5,220.5,0,11.34,0.41935483870967744,0.0001316655694535879,0.2903225806451613
0.64,784.0,343.0,220.5,0,15.16,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.37,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.12,0.4375,0.00012755102040816328,0.28125
0.64,784.0,343.0,220.5,0,15.36,0.4375,0.00012755102040816328,0.28125
0.62,808.5,367.5,220.5,0,12.59,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,12.74,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,12.8,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.62,808.5,367.5,220.5,0,12.62,0.45454545454545453,0.00012368583797155226,0.2727272727272727
0.98,514.5,294.0,110.25,1,28.15,0.5714285714285714,0.00048590864917395527,0.21428571428571427
0.98,514.5,294.0,110.25,1,28.15,0.5714285714285714,0.00048590864917395527,0.21428571428571427
0.98,514.5,294.0,110.25,1,28.37,0.5714285714285714,0.00048590864917395527,0.21428571428571427
0.98,514.5,294.0,110.25,1,28.41,0.5714285714285714,0.00048590864917395527,0.21428571428571427
0.9,563.5,318.5,122.5,1,32.68,0.5652173913043478,0.00044365572315882877,0.21739130434782608
0.9,563.5,318.5,122.5,1,33.48,0.5652173913043478,0.00044365572315882877,0.21739130434782608
0.9,563.5,318.5,122.5,1,32.84,0.5652173913043478,0.00044365572315882877,0.21739130434782608
0.9,563.5,318.5,122.5,1,32.0,0.5652173913043478,0.00044365572315882877,0.21739130434782608
0.86,588.0,294.0,147.0,1,29.54,0.5,0.00042517006802721087,0.25
0.86,588.0,294.0,147.0,1,30.05,0.5,0.00042517006802721087,0.25
0.86,588.0,294.0,147.0,1,29.6,0.5,0.00042517006802721087,0.25
0.86,588.0,294.0,147.0,1,28.66,0.5,0.00042517006802721087,0.25
0.82,612.5,318.5,147.0,1,26.84,0.52,0.00040816326530612246,0.24
