относительная компактность,площадь поверхности,площадь сплошной стены,зона крыши,общая высота,ориентация,площадь сплошного остекления,распределение площади остекления,отопительная нагрузка
0.0011613548082390205,0.8674753903004878,0.4510872029562537,0.20819409367211708,0.009914004460577004,0.007081431757555003,0.0,0.0,0.02263225589714579
0.0010692344058643,0.8621548310576695,0.46423721672336055,0.19895880716715453,0.009474228912721644,0.0027069225464918982,0.0,0.0,0.03860071551297447
0.0010691505648143984,0.8620872275781921,0.46420081484979575,0.19894320636419818,0.009473486017342771,0.004060065436004044,0.0,0.0,0.04046531884550697
0.001069159448507386,0.8620943907584872,0.4642046719468777,0.19894485940580472,0.00947356473360975,0.005413465562062714,0.0,0.0,0.040100246150979554
0.0010692009412459449,0.8621278475616035,0.46422268714855575,0.1989525802065239,0.009473932390786852,0.0067670945648477514,0.0,0.0,0.038910793747874574
0.0009600063036614223,0.8355844340421459,0.52610871773024,0.15473785815595295,0.008842163323197311,0.0025263323780563745,0.0,0.0,0.031288626502228196
0.0009600338063374487,0.8356083722266083,0.526123789920457,0.1547422911530756,0.008842416637318606,0.0037896071302794027,0.0,0.0,0.030228432875862035
0.000959997113141443,0.835576434661927,0.5261036810834355,0.15473637678924573,0.008842078673671185,0.005052616384954963,0.0,0.0,0.03128832696383361
0.0009600215513162776,0.8355977055206811,0.5261170738463548,0.15474031583716316,0.00884230376212361,0.006315931258659721,0.0,0.0,0.030228047003945425
0.0009722587716394208,0.9013101585738414,0.32189648520494335,0.289706836684449,0.004598521217213477,0.0026277264098362725,0.0,0.0,0.007975149653853087
0.0009722547792083634,0.9013064574823476,0.3218951633865527,0.2897056470478975,0.00459850233409361,0.003941573429223095,0.0,0.0,0.007948839748933241
0.0009722493099194747,0.9013013873037293,0.3218933526084748,0.2897040173476273,0.004598476465835354,0.005255401675240404,0.0,0.0,0.007896241017048708
0.0009722414543138278,0.9012941049449809,0.3218907517660646,0.2897016765894581,0.00459843931094378,0.006569199015633971,0.0,0.0,0.007935592410885837
0.0008972846245988642,0.8979165151795677,0.3405890229991464,0.27866374609021066,0.004423234064923979,0.002527562322813702,0.0,0.0,0.008050285998161641
0.0008972807673857734,0.8979126552501296,0.3405875588879802,0.2786625481810747,0.00442321505049325,0.0037913271861370708,0.0,0.0,0.008088164663759084
0.0008972760626749297,0.8979079472261093,0.3405857730857656,0.27866108707017184,0.004423191858256696,0.005055076409436224,0.0,0.0,0.00804515410561775
0.000897269303019752,0.8979011828106109,0.34058320727299035,0.2786589877688103,0.004423158536012862,0.0063187979085898025,0.0,0.0,0.008088061322994947
0.0008396267740141916,0.8943850418846825,0.35775401675387297,0.26831551256540476,0.00425897638992706,0.002433700794244034,0.0,0.0,0.008335425220285816
0.0008396241746260707,0.8943822729712494,0.3577529091884997,0.2683146818913748,0.004258963204624997,0.003650539889678569,0.0,0.0,0.008262388616972495
0.000839619991884808,0.8943778174425129,0.3577511269770052,0.26831334523275385,0.00425894198782149,0.004867362271795989,0.0,0.0,0.00823801064501471
0.0008396140597698526,0.8943714984504952,0.3577485993801981,0.26831144953514857,0.004258911897383311,0.00608415985340473,0.0,0.0,0.008286625720337242
0.0007740791964695542,0.8907774995736762,0.3735518546599288,0.2586128224568738,0.004104965435823393,0.0023456945347562247,0.0,0.0,0.008421043379774847
0.0007740771426901918,0.890775136171516,0.3735508635557971,0.2586121363078595,0.004104954544569199,0.003518532466773599,0.0,0.0,0.008327193504697517
0.0007740734159444173,0.8907708475905831,0.3735490651186316,0.25861089123597575,0.004104934781523424,0.004691354036026771,0.0,0.0,0.008327153413947519
0.0007740686244932269,0.890765333791827,0.3735467528804436,0.2586092904556917,0.0041049093723125665,0.005864156246160809,0.0,0.0,0.00832710186954835
0.0007241655783538507,0.8871028334834672,0.38810748964901687,0.24949767191722513,0.0039602805066226215,0.0022630174323557835,0.0,0.0,0.012276869570530126
0.000724166334405913,0.8871037596472435,0.38810789484566904,0.24949793240078724,0.003960284641282337,0.0033945296925277173,0.0,0.0,0.01192611431974738
0.0007241608172597531,0.8870970011431976,0.38810493800014895,0.2494960315715243,0.003960254469389275,0.004526005107873457,0.0,0.0,0.012186268752949283
0.0007241587216089123,0.8870944339709176,0.3881038148622764,0.24949530955432056,0.003960243008798739,0.005657490012569627,0.0,0.0,0.011948618906547054
0.0006775089068371208,0.8834934696416324,0.4015879407461966,0.24095276444771793,0.0038246470547256815,0.0021855126027003897,0.0,0.0,0.009397704191611674
0.0006775076447220509,0.883491823802868,0.40158719263766723,0.24095231558260036,0.003824639929882545,0.0032782627970421815,0.0,0.0,0.009277483715629375
0.0006775050872627265,0.8834884887934102,0.40158567672427736,0.2409514060345664,0.0038246254926121654,0.004371000562985332,0.0,0.0,0.009233738689306513
0.0006775011039310812,0.8834832944004504,0.40158331563656835,0.240949989381941,0.0038246030060625556,0.005463718580089365,0.0,0.0,0.00928832158615192
0.0016244224146390893,0.8528217676855219,0.4873267243917268,0.18274752164689756,0.011603017247422067,0.0033151477849777335,0.00016575738924888667,0.0016575738924888667,0.04074316627737634
0.0016244057661037807,0.8528130272044849,0.48732172983113425,0.18274564868667534,0.01160289832931272,0.004972670712562594,0.00016575569041875316,0.0016575569041875314,0.040825626550138897
0.0016243901456661955,0.8528048264747528,0.4873170436998587,0.182743891387447,0.01160278675475854,0.006630163859862023,0.00016575409649655058,0.0016575409649655058,0.0408252339671004
0.00162437445605972,0.8527965894313531,0.487312336817916,0.18274212630671852,0.011602674686140858,0.008287624775814899,0.00016575249551629796,0.0016575249551629796,0.04075853864745767
0.0013647673852595819,0.8544960239930826,0.48297601356130754,0.1857600052158875,0.010614857440907859,0.0030328164116879596,0.000151640820584398,0.0015164082058439798,0.04402133021565073
0.0013646819129768688,0.8544425088471839,0.4829457658701474,0.18574837148851822,0.010614192656486755,0.004548939709922896,0.00015163132366409653,0.001516313236640965,0.04529227637846563
0.001364738516092815,0.8544779486870014,0.4829657970839573,0.18575607580152206,0.010614632902944118,0.006065504515968067,0.00015163761289920167,0.0015163761289920168,0.04418720039882737
0.001364818687637624,0.8545281449820011,0.4829941689028702,0.18576698803956548,0.01061525645940374,0.007582326042431244,0.00015164652084862488,0.0015164652084862487,0.042597507706378726
0.0012756016680291941,0.8721555590711234,0.4360777795355617,0.21803888976778085,0.01038280427465623,0.0029665155070446375,0.0001483257753522319,0.0014832577535223187,0.03898001376256654
0.0012755476348056698,0.8721186154252719,0.43605930771263596,0.21802965385631798,0.010382364469348475,0.004449584772577918,0.00014831949241926395,0.0014831949241926393,0.03991277541002392
0.0012755781812816714,0.872139500690259,0.4360697503451295,0.21803487517256476,0.010382613103455464,0.005932921773403123,0.00014832304433507807,0.0014832304433507807,0.039112786791160085
0.001275645261249029,0.8721853646679409,0.43609268233397047,0.21804634116698524,0.010383159103189772,0.007416542216564123,0.00014833084433128247,0.0014833084433128246,0.03748320436251508
0.001161030778500961,0.8672333558924861,0.45096134506409274,0.20813600541419666,0.009911238353056984,0.0028317823865877095,0.0001415891193293855,0.0014158911932938547,0.0333159197782044
0.0011609972861606546,0.86720833874805,0.45094833614898605,0.20813000129953202,0.009910952442834858,0.004247551046929225,0.00014158503489764083,0.0014158503489764083,0.03402288388590309
0.0011610162655346585,0.8672225154146078,0.45095570801559604,0.20813340369950586,0.009911114461881232,0.0056634939782178465,0.00014158734945544617,0.0014158734945544616,0.033329662061812024
0.0011610573189914158,0.8672531803441977,0.45097165377898285,0.20814076328260747,0.009911464918219403,0.007079617798728145,0.0001415923559745629,0.0014159235597456291,0.0319715539790563
0.0010687918874766056,0.861798015598225,0.4640450853221212,0.19887646513805193,0.009470307863716759,0.002705802246776217,0.00013529011233881085,0.0013529011233881084,0.04810916394768114
0.001068676114827994,0.8617046647410533,0.4639948194759518,0.19885492263255078,0.009469282030121465,0.004058263727194914,0.0001352754575731638,0.0013527545757316378,0.050214249851158396
0.0010686851933156502,0.8617119849899609,0.4639987611484405,0.1988566119207602,0.009469362472417153,0.005411064269952659,0.00013527660674881648,0.0013527660674881648,0.04991706789031328
0.0010687447742121555,0.8617600268014468,0.46402462981616366,0.19886769849264158,0.009469890404411504,0.006764207431722503,0.00013528414863445007,0.0013528414863445005,0.04862112301922135
0.0009596436174000705,0.8352687538291402,0.5259099561146439,0.15467939885724818,0.008838822791842754,0.002525377940526501,0.00012626889702632506,0.0012626889702632505,0.04161822845987674
0.0009596816160554342,0.8353018276587759,0.5259307803777478,0.15468552364051405,0.008839172779457945,0.003788216905481977,0.00012627389684939923,0.0012627389684939923,0.04055917566802703
0.0009596354455614123,0.8352616411037819,0.5259054777320108,0.15467808168588554,0.008838747524907745,0.005050712871375854,0.00012626782178439637,0.0012626782178439635,0.04159262049578016
0.0009596649449545236,0.835287317220286,0.5259216441757356,0.15468283652227519,0.008839019229844296,0.006313585164174497,0.00012627170328348994,0.0012627170328348995,0.04067211562761211
0.000972198780677466,0.901254545330732,0.3218766233324043,0.28968896099916386,0.004598237476177204,0.0026275642721012597,0.00013137821360506297,0.0013137821360506298,0.013610782929484524
0.0009721933646035584,0.9012495244838393,0.3218748301727998,0.2896873471555198,0.004598211859611425,0.003941324451095507,0.0001313774817031836,0.0013137748170318358,0.013702671341642046
0.0009721887126062067,0.9012452119565646,0.3218732899844874,0.2896859609860386,0.004598189856921248,0.005255074122195712,0.0001313768530548928,0.001313768530548928,0.013610641976486893
0.0009721806394975366,0.9012377279666354,0.3218706171309412,0.28968355541784707,0.0045981516732991595,0.006568788104713085,0.00013137576209426173,0.001313757620942617,0.013649941681593792
0.000897230790195297,0.8978626428644487,0.34056858867272194,0.2786470270958634,0.004422968684061323,0.002527410676606471,0.00012637053383032353,0.0012637053383032354,0.013534284173227652
0.0008972258212406991,0.897857670410587,0.340566702569533,0.278645483920527,0.004422944189214714,0.003791095019326898,0.00012636983397756326,0.0012636983397756327,0.013647942069576834
0.0008972223466967158,0.8978541934197417,0.3405653837109365,0.27864440485440256,0.0044229270611809935,0.00505477378420685,0.00012636934460517126,0.0012636934460517125,0.013521519872753322
0.0008972151308784085,0.8978469725198722,0.34056264474891706,0.2786421638854776,0.004422891490245676,0.00631841641463668,0.0001263683282927336,0.001263683282927336,0.013584595291468863
0.0008395785897982246,0.8943337152198481,0.3577334860879392,0.26830011456595443,0.004258731977237372,0.0024335611298499267,0.00012167805649249633,0.0012167805649249634,0.01351843207631634
0.0008395752057605139,0.8943301104840258,0.3577320441936103,0.26829903314520775,0.004258714811828694,0.003650326981567452,0.00012167756605224842,0.0012167756605224842,0.013542713101615249
0.0008395714075923738,0.8943260646092679,0.3577304258437071,0.26829781938278036,0.004258695545758418,0.004867080623723907,0.00012167701559309768,0.0012167701559309767,0.013493981029274531
0.0008395648461285111,0.8943190752238489,0.35772763008953956,0.26829572256715467,0.0042586622629707084,0.006083803232815299,0.00012167606465630598,0.0012167606465630597,0.013579048815643747
0.0007740334779793447,0.8907248886747156,0.37352979202488074,0.25859754832491744,0.004104722989284403,0.002345555993876802,0.0001172777996938401,0.001172777996938401,0.013698047004240523
0.0007740306920644314,0.8907216827620237,0.37352844760988085,0.2585966175760714,0.0041047082154931965,0.003518321327565597,0.00011727737758551991,0.001172773775855199,0.013709725439747276
0.0007740268414863113,0.890717251680081,0.3735265894142275,0.25859533113292676,0.004104687795760742,0.004691071766583705,0.00011727679416459263,0.0011727679416459263,0.013721384917257337
0.000774022175400831,0.8907118821468653,0.3735243376744919,0.2585937722361867,0.004104663051368043,0.0058638043590972045,0.00011727608718194408,0.0011727608718194408,0.013709574591569263
0.0007241096050921281,0.887034266237857,0.3880774914790624,0.24947838737939726,0.003959974402847575,0.0022628425159129002,0.00011314212579564503,0.0011314212579564501,0.017435201585108896
0.0007241102669766052,0.8870350770463414,0.38807784620777436,0.24947861541928354,0.00395997802252831,0.003394266876452837,0.00011314222921509457,0.0011314222921509458,0.017197618840694373
0.0007241039006139602,0.8870272782521013,0.3880744342352943,0.24947642200840348,0.0039599432064825945,0.004525649378837251,0.00011314123447093128,0.0011314123447093128,0.017446378355417604
0.0007241027105893915,0.8870258204720046,0.38807379645650203,0.2494760120077513,0.003959936698535735,0.005657052426479621,0.00011314104852959243,0.0011314104852959243,0.017208753481351008
0.0006774704767533305,0.8834433555726899,0.40156516162394995,0.24093909697436997,0.0038244301107042853,0.002185388634688163,0.00010926943173440815,0.0010926943173440815,0.014161318352779298
0.000677468349674201,0.8834405817928895,0.4015639008149498,0.24093834048896987,0.0038244181029995217,0.003278072659713876,0.0001092690886571292,0.001092690886571292,0.014172200798829656
0.0006774659376093951,0.8834374363825741,0.4015624710829882,0.24093748264979292,0.0038244044865046495,0.0043707479845767425,0.00010926869961441857,0.0010926869961441856,0.01412844286014432
0.0006774613531799769,0.8834314581387279,0.40155975369942176,0.24093585221965305,0.00382437860666116,0.005463398009515942,0.00010926796019031885,0.0010926796019031886,0.014226688416779513
0.0016244473472271108,0.8528348572942331,0.4873342041681333,0.18275032656304996,0.011603195337336506,0.0033151986678104303,0.00016575993339052153,0.0033151986678104303,0.04026308782055767
0.001624434019710728,0.8528278603481322,0.4873302059132184,0.1827488272174569,0.011603100140790914,0.004972757203196106,0.00016575857343987022,0.003315171468797404,0.04029590920323244
0.0016244378563593156,0.8528298745886407,0.48733135690779467,0.182749258840423,0.011603127545423681,0.006630358597384961,0.00016575896493462405,0.0033151792986924806,0.03999763823872478
0.0016244048163683094,0.8528125285933624,0.48732144491049284,0.18274554184143482,0.011602891545487925,0.008287779675348517,0.00016575559350697036,0.003315111870139407,0.04019573142544031
0.0013647763082452224,0.8545016107735365,0.4829791713067815,0.18576121973337748,0.010614926841907285,0.0030328362405449387,0.00015164181202724692,0.0030328362405449387,0.04379415531346891
0.0013646949573032485,0.8544506760448672,0.4829503821123162,0.18575014696627548,0.010614294112358598,0.004548983191010828,0.00015163277303369428,0.0030326554606738853,0.04500460703640046
0.0013647620062893957,0.8544926561600826,0.48297411000352497,0.18575927307827883,0.010614815604473077,0.006065608916841758,0.00015164022292104396,0.003032804458420879,0.04371787626813697
0.0013648306743732816,0.8545356500103825,0.48299841087543355,0.18576861956747445,0.010615349689569968,0.0075823926354071204,0.0001516478527081424,0.003032957054162848,0.04230975090557173
0.0012755826523422498,0.8721425576479569,0.43607127882397845,0.21803563941198922,0.010382649495809011,0.00296647128451686,0.000148323564225843,0.00296647128451686,0.03927607980700323
0.0012755351028154358,0.8721100470412515,0.43605502352062575,0.21802751176031288,0.010382262464776804,0.004449541056332915,0.0001483180352110972,0.0029663607042219437,0.04007553311403846
0.0012755769297018195,0.8721386449589186,0.4360693224794593,0.21803466123972964,0.010382602916177602,0.005932915952101487,0.00014832289880253717,0.0029664579760507433,0.03905341925470803
0.0012756346567629165,0.8721781141588313,0.43608905707941564,0.21804452853970782,0.010383072787605134,0.0074164805625750955,0.0001483296112515019,0.002966592225030038,0.037616389413380885
0.0011610151822074911,0.867221706222059,0.4509552872354707,0.20813320949329417,0.009911105213966388,0.0028317443468475396,0.000141587217342377,0.0028317443468475396,0.03362696411881453
0.0011609825634819166,0.8671973416252121,0.4509426176451103,0.2081273619900509,0.009910826761430996,0.004247497183470427,0.00014158323944901422,0.0028316647889802845,0.03430561891849615
0.0011610056322086367,0.8672145728387682,0.45095157787615947,0.20813149748130438,0.009911023689585923,0.005663442108334813,0.00014158605270837032,0.0028317210541674064,0.03351341867607126
0.0011610427386919149,0.8672422895717048,0.4509659905772865,0.20813814949720916,0.009911340452248054,0.007079528894462896,0.00014159057788925794,0.0028318115577851584,0.03226849270096188
0.0010687826844959058,0.861790594966952,0.4640410895975895,0.19887475268468122,0.009470226318318153,0.0027057789480909008,0.00013528894740454504,0.0027057789480909008,0.048230509749720304
0.0010686629995187297,0.8616940894853554,0.46398912510749907,0.19885248218892818,0.009469165818520388,0.004058213922223024,0.00013527379740743413,0.0027054759481486826,0.05040301691400995
0.0010686772036202306,0.8617055426659327,0.463995292204733,0.19885512523059987,0.009469291677647613,0.005411023815798635,0.0001352755953949659,0.0027055119078993176,0.05001138761751889
0.0010687355055551088,0.8617525532134231,0.4640206055764586,0.19886597381848226,0.009469808277070583,0.0067641487693361315,0.00013528297538672264,0.0027056595077344526,0.04874245603183616
0.0009596312059572886,0.8352579509746664,0.5259031543173825,0.1546773983286419,0.008838708475922394,0.00252534527883497,0.0001262672639417485,0.00252534527883497,0.0418702247230838
0.0009596654989428793,0.835287799408835,0.5259219477759332,0.15468292581645093,0.008839024332368625,0.003788153285300839,0.00012627177617669465,0.002525435523533893,0.04091205548124906
0.0009596240542962811,0.8352517262065656,0.5258992350189488,0.15467624559380846,0.008838642605360483,0.005050652917348847,0.0001262663229337212,0.0025253264586744236,0.041819406155648456
0.0009596527621966836,0.8352767134119818,0.5259149677038404,0.1546808728540707,0.008838907020232612,0.0063135050144518656,0.00012627010028903732,0.002525402005780746,0.04092413950367699
0.000972195217551286,0.9012512422164625,0.3218754436487366,0.28968789928386296,0.00459822062355338,0.002627554642030503,0.00013137773210152514,0.002627554642030503,0.01368955968497892
0.0009721903217985943,0.9012467037213996,0.3218738227576427,0.28968644048187847,0.004598197467966325,0.003941312115399707,0.00013137707051332357,0.002627541410266471,0.013742041575693646
0.0009721868896475495,0.9012435220246202,0.3218726864373644,0.28968541779362794,0.004598181234819491,0.0052550642683651325,0.00013137660670912833,0.0026275321341825662,0.013558065812382043
0.0009721770735505495,0.9012344222374012,0.3218694365133576,0.28968249286202186,0.00459813480733368,0.006568764010476686,0.00013137528020953373,0.0026275056041906745,0.013728716781896272
0.0008972297116316209,0.8978615635412206,0.3405681792742561,0.27864669213348225,0.0044229633671981315,0.002527407638398932,0.00012637038191994662,0.002527407638398932,0.01344580863628232
0.0008972249053899715,0.8978567539148941,0.34056635493323567,0.27864519949082917,0.004422939674457606,0.003791091149535091,0.00012636970498450305,0.0025273940996900605,0.013546832374338725
0.0008972224810211196,0.8978543278387402,0.34056543469745315,0.27864444657064347,0.0044229277233435475,0.0050547745409640545,0.00012636936352410137,0.0025273872704820273,0.013331967851792694
0.0008972140563829135,0.8978458972676903,0.34056223689464116,0.27864183018652455,0.0044228861934368984,0.006318408847766997,0.00012636817695533994,0.002527363539106799,0.013496121298830306
0.0008395719579978895,0.8943266509107953,0.3577306603643181,0.2682979952732386,0.004258698337670454,0.0024335419072402595,0.00012167709536201297,0.0024335419072402595,0.013932027418950483
0.0008395687080977079,0.8943231890606019,0.3577292756242408,0.2682969567181806,0.004258681852669533,0.0036502987308596,0.00012167662436198666,0.0024335324872397333,0.013944141151883672
0.0008395663396986915,0.8943206662007802,0.3577282664803121,0.26829619986023406,0.004258669839051334,0.004867051244630096,0.00012167628111575241,0.002433525622315048,0.013773755022303174
0.0008395583364009991,0.8943121409488903,0.35772485637955614,0.2682936422846671,0.004258629242613764,0.006083756060876805,0.0001216751212175361,0.0024335024243507222,0.013980471427894898
0.0007740347128790078,0.8907263097448582,0.3735303879575212,0.2585979608936685,0.004104729537994739,0.0023455597359969935,0.00011727798679984967,0.0023455597359969935,0.013428329488582786
0.0007740324165633481,0.8907236672422164,0.37352927981125206,0.2585971937154822,0.004104717360563209,0.0035183291661970363,0.00011727763887323456,0.002345552777464691,0.013393106359323385
0.0007740297803421563,0.8907206335907085,0.37352800763481325,0.25859631297794766,0.004104703380602343,0.00469108957783125,0.00011727723944578126,0.002345544788915625,0.013287511229207015
0.0007740237782154452,0.8907137265979251,0.37352511115396864,0.2585943077219783,0.0041046715511425125,0.00586381650163216,0.00011727633003264322,0.0023455266006528644,0.013404684522731119
0.0007241082146818,0.8870325629852049,0.3880767463060272,0.24947790833958888,0.003959966799041093,0.002262838170880625,0.00011314190854403125,0.002262838170880625,0.017435168106635215
0.0007241091581670282,0.8870337187546096,0.3880772519551417,0.24947823339973393,0.003959971958725936,0.0033942616789079446,0.00011314205596359817,0.002262841119271963,0.0171749640952742
0.0007241036507161929,0.8870269721273363,0.3880743003057096,0.24947633591081333,0.00395994183985418,0.004525647816976205,0.00011314119542440514,0.0022628239084881026,0.017355859378103747
0.0007241016019999091,0.8870244624498886,0.3880732023218263,0.24947563006403117,0.003959930635937003,0.00565704376562429,0.0001131408753124858,0.002262817506249716,0.017186098959966593
0.0006774700994888469,0.8834428636076334,0.4015649380034697,0.24093896280208182,0.0038244279809854257,0.0021853874177059575,0.00010926937088529788,0.0021853874177059575,0.014073894970026367
0.0006774668212617357,0.8834385886937313,0.4015629948607869,0.24093779691647216,0.003824409474864637,0.0032780652641696893,0.00010926884213898964,0.0021853768427797927,0.014204949478068652
0.0006774643053145625,0.8834353078174578,0.4015615035533899,0.24093690213203395,0.0038243952719370466,0.004370737453642339,0.00010926843634105848,0.0021853687268211697,0.014172116193435285
0.0006774599291159204,0.8834296011132607,0.4015589095969367,0.24093534575816203,0.0038243705675898732,0.00546338652512839,0.00010926773050256782,0.0021853546100513562,0.014248512057534841
0.0016244372727817098,0.8528295682103977,0.48733118183451296,0.18274919318794236,0.011603123377012213,0.003315178107717775,0.00016575890538588877,0.004972767161576663,0.04024626222769379
0.0016244130786317661,0.8528168662816773,0.48732392358952986,0.1827464713460737,0.011602950561655473,0.004972693097852345,0.00016575643659507818,0.004972693097852345,0.04044457052919907
0.0016244288512578188,0.8528251469103549,0.48732865537734565,0.1827482457665046,0.011603063223270135,0.006630321841868648,0.00016575804604671623,0.004972741381401486,0.03996426490186328
0.0016243828140344826,0.8528009773681035,0.4873148442103448,0.1827430665788793,0.01160273438596059,0.008287667418543278,0.00016575334837086559,0.004972600451125967,0.04036094032830577
0.0013648408519139027,0.854542022281649,0.4830020125939755,0.18577000484383674,0.010615428848219243,0.0030329796709197836,0.00015164898354598917,0.004549469506379676,0.042567869681359165
0.0013647488083109055,0.8544843927591058,0.4829694393855815,0.18575747668676212,0.010614712953529264,0.004549162694369685,0.0001516387564789895,0.004549162694369685,0.043990403254554854
0.0013646817129495184,0.8544423836078374,0.4829456950826907,0.18574834426257333,0.010614191100718477,0.006065252057553415,0.0001516313014388354,0.004548939043165062,0.04491319148618304
0.0013647200600356729,0.8544663931445574,0.482959265690402,0.1857535637270777,0.01061448935583301,0.007581778111309293,0.00015163556222618586,0.004549066866785576,0.044050130826706994
0.0012756535477709986,0.8721910303364502,0.4360955151682251,0.21804775758411254,0.010383226551624406,0.0029666361576069734,0.0001483318078803487,0.0044499542364104605,0.0376911123823966
0.0012755693641764944,0.8721334722509055,0.43606673612545277,0.21803336806272638,0.010382541336320304,0.004449660572708702,0.00014832201909029005,0.004449660572708702,0.039260838453199776
0.0012755280996361224,0.8721052588209768,0.4360526294104884,0.2180263147052442,0.010382205462154485,0.005932688835516849,0.00014831722088792123,0.0044495166266376365,0.03988250069676202
0.0012755476579554624,0.8721186312532697,0.43605931562663486,0.21802965781331743,0.01038236465777702,0.007415974755555015,0.00014831949511110029,0.004449584853333009,0.039245338406397136
0.001161053910622491,0.867250634458873,0.4509703299186139,0.2081401522701295,0.009911435822387118,0.0028318388063963197,0.00014159194031981598,0.00424775820959448,0.0324670319153338
0.0011609985607483342,0.8672092908028716,0.4509488312174932,0.20813022979268916,0.00991096332346139,0.004247555710054881,0.0001415851903351627,0.004247555710054881,0.03375390937590279
0.0011609719791389513,0.8671894356373265,0.45093850653140977,0.20812546455295836,0.009910736407283731,0.005663277947019275,0.0001415819486754819,0.004247458460264457,0.03422035699486397
0.001160978276648501,0.8671941395697644,0.45094095257627753,0.20812659349674348,0.009910790166511594,0.007079135833222567,0.00014158271666445135,0.00424748149993354,0.033795794467804535
0.0010687687117057073,0.8617793282994121,0.4640350229304527,0.19887215268447972,0.009470102508784748,0.0027057435739384996,0.00013528717869692498,0.00405861536090775,0.04840575253775976
0.0010687847307885158,0.8617922449522589,0.46404197805121633,0.1988751334505213,0.009470244450024824,0.004058676192867781,0.00013528920642892606,0.004058676192867781,0.04800061044098296
0.0010686723145927094,0.8617016005007038,0.46399316950037894,0.19885421550016238,0.00946924835715059,0.005410999061228909,0.00013527497653072272,0.004058249295921681,0.05001115882340819
0.001068682963860775,0.8617101873155869,0.4639977931699314,0.19885619707282776,0.009469342717753702,0.00676381622696693,0.0001352763245393386,0.004058289736180158,0.049646411105937274
0.0009596595387793427,0.8352826117138621,0.5259186814494687,0.15468196513219667,0.008838969436125525,0.0025254198388930072,0.00012627099194465036,0.0037881297583395104,0.0410633265804003
0.0009596174572357942,0.8352459841598393,0.5258956196561951,0.15467518225182209,0.008838581842961261,0.003787963646983398,0.00012626545489944661,0.003787963646983398,0.04202114339053583
0.0009596597847455912,0.8352828258015902,0.5259188162454457,0.15468200477807226,0.00883897170160413,0.0050508409723452165,0.00012627102430863042,0.0037881307292589126,0.040823422158980216
0.0009596072534790396,0.8352371028636641,0.5258900277289738,0.1546735375673452,0.008838487860991154,0.006313205614993682,0.00012626411229987365,0.0037879233689962094,0.041970190928478
0.0009721915463171335,0.9012478388831806,0.3218742281725645,0.28968680535530805,0.004598203259608064,0.0026275447197760364,0.00013137723598880184,0.003941317079664055,0.013650094819236512
0.0009721882209567372,0.9012447561842185,0.32187312720864947,0.2896858144877845,0.004598187531552135,0.003941303598473259,0.0001313767866157753,0.003941303598473259,0.013584359736071165
0.0009721821744843509,0.9012391509408983,0.3218711253360351,0.2896840128024316,0.004598158933371931,0.0052550387809964915,0.0001313759695249123,0.003941279085747369,0.013597412845828423
0.0009721741020419303,0.9012316675686002,0.3218684527030715,0.2896816074327644,0.004598120752901022,0.006568743932715745,0.0001313748786543149,0.003941246359629447,0.013636712404317889
